Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monaco,MCO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,44.86855989,44.92171452,44.98326246,45.06282862,45.11991566,45.18286856,45.2539012,45.31592286,45.39414846,45.48272251,45.55830243,45.62373019,45.69086745,45.74535894,45.7920988,45.89406049,46.03830412,46.16264004,46.29232102,46.41126929,46.50613089,46.59140888,46.71236354,46.85724495,46.98841835,47.11354879,47.22155565,47.32542373,47.43305818,47.5197819,47.59471133,47.69336474,47.80801455,47.91129448,48.00179183,48.09097262,48.18563006,48.28578579,48.418144,48.54911403,48.64007393,48.67155714,48.68770456,48.70961753,48.71882368,48.72903768,48.74574365,48.76347296,48.77910991,48.80404926,48.84863464,48.91442039,48.98270893,49.03316867,49.06120188,49.08324266,49.05991206,49.02008422,48.9940317,48.99551763,49.00872109,49.0159734,49.0060051,48.99302973
Moldova,MDA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,45.96046235,45.96616842,45.97605647,45.99021727,46.00815508,46.02637026,46.04758805,46.07155978,46.09547792,46.1195089,46.14576653,46.17551022,46.20988785,46.25097389,46.29906766,46.3453978,46.38928955,46.43333368,46.47518598,46.5142813,46.55033583,46.58131076,46.61199846,46.64110102,46.66989206,46.70466053,46.74360386,46.7876257,46.82886141,46.86605748,46.90845206,46.9620192,47.00834412,47.05058583,47.10629565,47.15624454,47.20435556,47.25713957,47.30177828,47.33502202,47.35454384,47.36342165,47.36893878,47.37363281,47.36662635,47.37003365,47.39524311,47.42201322,47.4518036,47.47912517,47.50129548,47.51766697,47.52752274,47.53416478,47.544645,47.55530929,47.55979849,47.56060828,47.55163938,47.53372819,47.50559752,47.46804351,47.61059897,47.69519528
Madagascar,MDG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.98333603,50.95025411,50.91969725,50.89115161,50.86530715,50.8412057,50.81790312,50.79665987,50.77559657,50.75450473,50.73613453,50.71858503,50.70210421,50.68764652,50.67250317,50.65621584,50.63883396,50.61995265,50.59960888,50.57884063,50.55840518,50.53822452,50.51857303,50.49960534,50.48153188,50.46420838,50.44763019,50.43028272,50.41150503,50.39336089,50.37610784,50.3596902,50.34402934,50.32839226,50.3120283,50.29385388,50.27441331,50.25872353,50.24888312,50.24405811,50.24363252,50.24569314,50.24748526,50.24751316,50.24402801,50.23879359,50.23425219,50.22736811,50.22036845,50.21475968,50.20903497,50.20220011,50.19445935,50.18459541,50.17426925,50.16705624,50.16043681,50.15331182,50.14623299,50.1379102,50.12696289,50.11450027,50.10253037,50.09178344
Maldives,MDV,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,54.65793781,54.47888283,54.30075157,54.13616806,53.98109462,53.85306888,53.7543808,53.68423858,53.65836845,53.65102995,53.64361465,53.63590575,53.62165051,53.60604713,53.56330608,53.46827271,53.34581062,53.22414884,53.11584682,53.02571012,52.94716988,52.87363774,52.79819852,52.72305522,52.65906675,52.5635167,52.4274306,52.30348191,52.19975374,52.10634266,52.00682797,51.90566444,51.81653954,51.73584982,51.65720992,51.60839323,51.60456487,51.6190901,51.63588949,51.6498808,51.64969364,51.63648007,51.62821092,51.63007274,51.63718205,51.64583184,52.00269719,52.77430904,53.59189986,54.36071247,55.0837309,55.76460848,56.41161277,57.02421593,57.38425582,57.50765642,57.61537649,57.70613112,57.7764937,57.80364236,57.75661985,57.67225294,57.52624636,57.30882249
Middle East & North Africa,MEA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.56238748,50.57731933,50.60201422,50.62805954,50.65838072,50.69210015,50.71054675,50.71361237,50.72029204,50.72950885,50.73912399,50.75043924,50.76128673,50.76769737,50.7751048,50.79809202,50.83054371,50.87062303,50.91990519,50.96502647,51.00204636,51.06452998,51.10594962,51.10450598,51.10728217,51.11365378,51.11953124,51.124005,51.13197641,51.14557053,51.14623377,51.15787091,51.18218025,51.20521262,51.2245859,51.2349661,51.24961579,51.27314856,51.2894066,51.29699196,51.30054404,51.30092743,51.30364513,51.31334103,51.32278555,51.351342,51.42613428,51.52777516,51.63041231,51.71364604,51.75264368,51.76749357,51.78059121,51.78851552,51.79625803,51.83017564,51.87050035,51.87844894,51.86728717,51.84010488,51.77518544,51.70904419,51.67297568,51.64141785
Mexico,MEX,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.28982668,50.27473658,50.2611115,50.24929145,50.23921298,50.23050803,50.22287353,50.21595939,50.20927241,50.20256231,50.19513691,50.15000768,50.07486819,50.00749164,49.94130041,49.87441534,49.801809,49.74182455,49.69748377,49.65048685,49.60387525,49.55807187,49.51288682,49.47011882,49.42915502,49.38931381,49.34986864,49.31064623,49.27341379,49.23713586,49.20540553,49.17473625,49.14298166,49.11347113,49.08602586,49.05918637,49.03143808,49.00606327,48.98377482,48.96286088,48.94081481,48.93192655,48.93755994,48.94358834,48.94977347,48.95497259,48.95805927,48.95924141,48.95796889,48.95450339,48.95159662,48.95474159,48.96001897,48.96199942,48.96208809,48.95948933,48.95491307,48.94739433,48.93417841,48.91639755,48.87958808,48.81896502,48.77877794,48.76500681
Marshall Islands,MHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.23585274,51.2195122,51.19301886,51.1771995,51.17751041,51.17329514,51.15994466,51.38062548,52.01657064,52.74278389,53.06437482,52.77552674,52.20459257,51.64172087,51.34102545,51.27001146,51.19439279,51.13447703,51.07721129,51.02582357,50.99724897,51.00996418,51.05152015,51.09103544,51.1258915,51.16780453,51.20536926,51.23450928,51.25781125,51.26478172,51.25632506,51.24859201,51.24856816,51.25245178,51.26203852,51.27016686,51.28060848,51.28920127,51.29975171,51.30029349,51.29462968,51.28553838,51.27899295,51.27080542,51.25746303,51.24132727,51.2267562,51.2195122,51.20224469,51.18392327,51.21124757,51.24124521,51.23460338,51.2307213,51.21680319,51.20218579,51.18665811,51.17087333,51.16223445,51.14022536,51.1137217,51.08917955,51.05487262,51.0167635
Middle income,MIC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.75698816,50.74403143,50.73633457,50.73339623,50.73108452,50.72659042,50.72159861,50.71792793,50.71494379,50.71326955,50.71355002,50.71153535,50.71242775,50.71920532,50.72490045,50.72606941,50.72108758,50.71503032,50.70902144,50.70093367,50.69663639,50.69464935,50.68768498,50.6766962,50.66477346,50.65209638,50.64423242,50.64270811,50.64140244,50.64227805,50.64562952,50.64987915,50.65218501,50.65247952,50.6546602,50.6575613,50.65980846,50.66413565,50.66895437,50.67319444,50.67824029,50.6815858,50.68280193,50.68367043,50.68397029,50.68297191,50.68027795,50.67635523,50.67039245,50.6632669,50.65701195,50.65125395,50.64544361,50.63933898,50.63391874,50.62614933,50.6135245,50.59965714,50.58614594,50.57177198,50.55515112,50.53560667,50.5188186,50.50221509
North Macedonia,MKD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.14818431,50.156369,50.21591651,50.29837537,50.35589899,50.40988849,50.45828079,50.49787587,50.5265635,50.54441317,50.55604747,50.57188394,50.58695338,50.59690661,50.60637536,50.61597632,50.62500973,50.63132122,50.63866849,50.64655195,50.65146042,50.65497106,50.66459001,50.67874907,50.69020588,50.69902433,50.71085574,50.72707834,50.74254453,50.75452603,50.75893735,50.76693216,50.71547747,50.58949077,50.48061548,50.50383979,50.56743819,50.56625125,50.56949272,50.4908147,50.33352372,50.17804755,50.08778358,50.06875434,50.0540977,50.03901548,50.02236825,50.00715147,49.99537442,49.98337151,49.97019813,49.957775,49.94789181,49.9378037,49.92630472,49.91679167,49.90707024,49.89836547,49.89100971,49.88406831,49.87437662,49.85889043,49.84359469,49.83283621
Mali,MLI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.60696208,50.56572145,50.52617499,50.48942081,50.45677819,50.42405484,50.39258964,50.3644818,50.33791102,50.31311018,50.2902941,50.26946749,50.24751235,50.2229888,50.19658949,50.17064453,50.14846537,50.13075069,50.11692454,50.10740392,50.10404091,50.10755537,50.11482717,50.12711179,50.14294344,50.15946576,50.17760926,50.19467618,50.20912161,50.2260853,50.2445046,50.26278586,50.28215237,50.29719634,50.30974185,50.32701031,50.35250031,50.38006908,50.4052314,50.43109398,50.45635767,50.47703591,50.49071922,50.49866859,50.50324283,50.50580966,50.50758096,50.50941303,50.51188854,50.51453721,50.51631506,50.51724673,50.51891689,50.51866225,50.51635688,50.51403952,50.51259602,50.51160315,50.50830985,50.50501706,50.50093667,50.49419121,50.48696998,50.48048618
Malta,MLT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.07391567,48.10126958,48.10494497,48.07956887,48.04932117,48.00230391,47.95298824,47.92707191,47.90649416,47.8883387,47.88785533,47.91573442,47.96383964,48.03300516,48.13717495,48.25995951,48.3950809,48.52732806,48.64749317,48.76191859,48.86401448,48.97108583,49.09676508,49.21723255,49.30797547,49.35236797,49.38013184,49.41084385,49.4332369,49.45177317,49.4622214,49.47188543,49.48988921,49.50285283,49.52781968,49.56854673,49.59521789,49.61822245,49.64418841,49.67031413,49.68062082,49.67487337,49.67099004,49.66025179,49.64481235,49.62482448,49.59934046,49.58102897,49.58260865,49.60722022,49.6710487,49.7741819,49.91428379,50.08810925,50.28928795,50.51896824,50.77303001,51.03452159,51.2929579,51.55201684,51.79137609,52.01272715,52.13000154,52.1462853
Myanmar,MMR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.09299195,50.09926763,50.10473485,50.1108778,50.11566354,50.1175326,50.1201342,50.12377541,50.12472493,50.12446417,50.12478691,50.12538262,50.12808758,50.12993155,50.12956804,50.13186342,50.13485988,50.13541291,50.13596608,50.13653891,50.13580588,50.13692133,50.13818488,50.13841643,50.13805648,50.13751247,50.13537885,50.13142907,50.12747673,50.12285949,50.11901504,50.11445892,50.10938626,50.10244015,50.09223705,50.0810351,50.06757076,50.05113476,50.03291499,50.01412915,49.99761739,49.98168634,49.96658149,49.95189166,49.93796163,49.9259447,49.9167219,49.91055646,49.92196306,49.93236268,49.92477778,49.91578391,49.90488406,49.89428478,49.88311895,49.87074904,49.85800893,49.84520163,49.83154791,49.81750639,49.80266438,49.78368932,49.76543258,49.75075945
Middle East & North Africa (excluding high income),MNA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.51826588,50.530529,50.55257053,50.57579046,50.60331884,50.63440461,50.65063675,50.65173084,50.6522603,50.65087763,50.64757907,50.64287596,50.63469559,50.62058051,50.60715459,50.60051162,50.59124962,50.58683278,50.59235105,50.59632767,50.59550902,50.63397381,50.65734281,50.63258413,50.6148048,50.59919816,50.57829955,50.55572417,50.5379602,50.5275773,50.52321821,50.52385582,50.52669987,50.53214434,50.53604472,50.53718108,50.54451492,50.55846616,50.56336356,50.55942811,50.55179122,50.5410117,50.53273792,50.53365728,50.53928132,50.54197483,50.54485949,50.54532271,50.54289409,50.5418914,50.54248444,50.54527001,50.54298346,50.54001066,50.54198694,50.5380807,50.52714217,50.51423791,50.50082593,50.48778613,50.47582046,50.46353793,50.44993738,50.43627974
Montenegro,MNE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.72305442,47.76886953,47.84302903,47.91574699,47.97853799,48.03453183,48.08261036,48.12275147,48.15641792,48.1834745,48.20600149,48.25317562,48.33418012,48.42429392,48.5107406,48.59309933,48.66920085,48.73697511,48.79729966,48.85117865,48.89721104,48.94219795,48.99006312,49.02958303,49.05661318,49.07942483,49.10084937,49.1147016,49.11496141,49.10157641,49.07392806,49.02472822,48.96306151,48.89906188,48.85398309,48.8140479,48.76541065,48.71537088,48.6528696,48.59552202,48.55461028,48.51555527,48.47369444,48.44145103,48.45346971,48.49978274,48.54705989,48.59595235,48.6384065,48.67518402,48.70405233,48.71586671,48.73477808,48.75525676,48.7594081,48.76349836,48.76923368,48.76810059,48.76673714,48.76030305,48.74270326,48.71890026,48.69363177,48.6832087
Mongolia,MNG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.70544113,49.85684655,49.99000301,50.04071056,50.02404854,50.01534294,50.0085782,49.99611917,49.97391105,49.94702378,49.92711843,49.91990396,49.92436768,49.93999183,49.96320498,49.98697576,50.00784784,50.02282966,50.02351677,50.00820539,49.98751311,49.96765793,49.94957338,49.93326114,49.91622374,49.89618407,49.87090794,49.84061356,49.80636724,49.78336261,49.77165612,49.75721304,49.74155978,49.72583051,49.70988612,49.69386363,49.67660614,49.65552944,49.63287083,49.6121455,49.62759779,49.67275351,49.70502486,49.72330112,49.73449033,49.74392939,49.75434306,49.76848325,49.78619052,49.80543463,49.81916878,49.80243723,49.76501863,49.73641136,49.71743024,49.70542194,49.69815699,49.69583628,49.69461038,49.6868919,49.66386236,49.62873927,49.59404019,49.56104407
Northern Mariana Islands,MNP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.12640772,50.07250418,50.11889321,50.17257609,50.16177958,50.16130609,50.15599887,50.23320896,50.53639847,50.85409968,51.1682934,51.56485504,51.92458759,52.19242231,52.31801409,52.34134521,52.37576146,52.39922017,52.42064962,52.47362677,52.55776983,52.63290122,52.67364331,52.6920372,52.7092396,52.71058956,52.71158239,52.72204095,52.73117671,52.73773959,52.65613933,52.45538487,52.21077128,51.93960123,51.64713269,51.15462775,50.19019244,49.15730799,48.37301645,47.75240369,47.56404192,47.82143711,48.18563542,48.55473514,48.92903836,49.32126041,49.74114441,50.20142744,50.72294776,51.31449804,51.96627655,52.39908606,52.565939,52.73009724,52.89069732,53.04383274,53.19461013,53.34029845,53.48083651,53.61426451,53.70560832,53.75194519,53.75269924,53.71314965
Mozambique,MOZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.90413391,48.97145957,49.09501987,49.20920907,49.30841938,49.38615026,49.45377828,49.51398128,49.56491352,49.60849022,49.63220172,49.62512568,49.57637673,49.49752665,49.41674595,49.33946032,49.26510174,49.17107272,49.05725916,48.95752493,48.92266559,48.93553831,48.94437635,48.95323878,48.91896757,48.84301461,48.77036409,48.69810879,48.66851095,48.68485477,48.70213829,48.71916335,48.73572408,48.75467523,48.77749579,48.79974966,48.82071038,48.81321102,48.77977829,48.74655184,48.71494253,48.69294379,48.6810232,48.67515891,48.67650523,48.67938007,48.68129226,48.68724734,48.68828103,48.68575804,48.69704382,48.72615262,48.76639457,48.81264575,48.86092257,48.90737506,48.96367204,49.01194602,49.03121879,49.03911249,49.05119561,49.06066239,49.06415981,49.07365926
Mauritania,MRT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.53809164,49.56821867,49.59726301,49.62503704,49.65110948,49.67632228,49.70116528,49.72526615,49.74720582,49.76672251,49.78372801,49.79699246,49.80778528,49.81659793,49.82441599,49.83131609,49.83914777,49.84887742,49.85940219,49.8699705,49.87993581,49.88918513,49.89664225,49.90308824,49.91015377,49.91836863,49.92783685,49.93830669,49.94923517,49.95938702,49.97071326,49.98528773,50.0016065,50.01890871,50.03522388,50.04917363,50.06122325,50.07084553,50.07706329,50.08248076,50.08918357,50.03684161,49.93512783,49.84282041,49.75420615,49.67082288,49.59504795,49.52827137,49.40528915,49.2300645,49.06963407,48.92676426,48.80181116,48.75877614,48.78860546,48.81851493,48.84784631,48.87679492,48.90524109,48.93257044,48.95781002,48.98380793,49.01097708,49.03807103
Mauritius,MUS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.7543414,50.79647396,50.8175289,50.80234079,50.76864023,50.73303385,50.69493403,50.65649075,50.62139273,50.59135068,50.56407847,50.53311206,50.5016182,50.48014255,50.46239478,50.43735618,50.40703604,50.37684615,50.35216858,50.33466875,50.32271578,50.31764052,50.31793094,50.32304609,50.3361362,50.35363712,50.37150106,50.38994722,50.40729849,50.42160301,50.43181172,50.41063736,50.36166527,50.31281657,50.2623433,50.2102642,50.15632702,50.10272264,50.05130222,50.00244729,49.95320454,49.91585542,49.89229901,49.8685545,49.84460724,49.81892583,49.79106824,49.75916586,49.72320731,49.68668644,49.65324585,49.62448571,49.59980446,49.57538249,49.54891716,49.52236897,49.49513529,49.46703626,49.44012611,49.41251073,49.38027227,49.34472233,49.30867916,49.27311913
Malawi,MWI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.1841196,48.18632687,48.18397775,48.18464938,48.19090303,48.20117987,48.21330908,48.22711314,48.24641246,48.26824934,48.28966295,48.31240195,48.33714826,48.36550053,48.3991758,48.4313189,48.45491894,48.47290809,48.48979395,48.50763127,48.52591255,48.5432962,48.55983929,48.57604157,48.5932556,48.61193551,48.62939342,48.6612995,48.68231427,48.67895491,48.67572394,48.67199426,48.66834002,48.66391355,48.6581307,48.67700549,48.72033712,48.76141931,48.79081731,48.75035949,48.66338652,48.59420333,48.53234308,48.47478463,48.42156473,48.37269733,48.33003984,48.30195155,48.31347566,48.35335954,48.3922801,48.42719846,48.45730936,48.4832954,48.50348034,48.5223044,48.54223554,48.56048266,48.57759601,48.59372576,48.6077739,48.62204849,48.63860238,48.65573836
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.04285516,51.01392541,50.98886166,50.96724111,50.94738808,50.92813609,50.91069394,50.89580703,50.88170537,50.86812506,50.85559532,50.84420771,50.83338896,50.82314712,50.81366545,50.8043805,50.79583422,50.78441441,50.77018361,50.7574246,50.74556359,50.7344783,50.72481352,50.7159168,50.70718228,50.6990704,50.69067932,50.68160543,50.67294756,50.66527349,50.6595858,50.65609677,50.65280351,50.65004724,50.64840179,50.64679806,50.64503925,50.64245779,50.63884245,50.63440336,50.69201552,50.8070781,50.91582481,51.01629137,51.10948865,51.19593253,51.27608446,51.35288214,51.42628245,51.49578959,51.50933408,51.47015332,51.43251842,51.39741562,51.36420061,51.33089486,51.29622084,51.26129737,51.22746126,51.19501817,51.16317946,51.1306202,51.09823818,51.06677713
North America,NAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.65331207,49.60048748,49.54151504,49.48588418,49.43251075,49.35741536,49.24776314,49.13097331,49.04720409,49.00995269,49.0166164,49.04293544,49.05180728,49.04088979,49.02032448,48.99593815,48.9697959,48.94165021,48.91133536,48.88823377,48.87551884,48.87195381,48.87559271,48.88509364,48.89915838,48.91578782,48.93541365,48.95360075,48.97097748,48.99285908,49.01767007,49.04484142,49.07102414,49.09112195,49.10926549,49.12872973,49.14901134,49.1705176,49.19561354,49.2274313,49.25837834,49.27652904,49.27817421,49.27565135,49.28112474,49.28922168,49.29428286,49.29433064,49.29159878,49.28816622,49.28495843,49.30579051,49.34882291,49.38962799,49.42663794,49.45951459,49.49156366,49.52285139,49.55072228,49.57479124,49.57614792,49.55361753,49.53211017,49.52053268
